URL,Page Type,HTTP Status,Indexable,Canonical,Title,H1,Meta Description Present,Schema Types,Hreflang Count,Hreflang Issues,Sitemap,Breadcrumb,Content Depth (lines),Internal Links,Images,Image Alts,Language Decl,Audit Priority
/fr/galerie/cages-volieres/,Gallery Subpage,200,Yes,https://www.paraisodeaves.com/fr/galerie/cages-volieres/,Galerie Cages & Volières | Photos,Galerie Cages,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,~250,18,6,6,fr-FR,Low
/fr/galerie/elevage-socialisation/,Gallery Subpage,200,Yes,https://www.paraisodeaves.com/fr/galerie/elevage-socialisation/,Galerie Élevage & Socialisation | Photos,Galerie Socialisation,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,~250,18,8,8,fr-FR,Low
/fr/galerie/ara-catalina/,Gallery Subpage,200,Yes,https://www.paraisodeaves.com/fr/galerie/ara-catalina/,Galerie Ara Catalina | Photos,Galerie Ara Catalina,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,~250,18,6,6,fr-FR,Low
/fr/galerie/toucans/,Gallery Subpage,200,Yes,https://www.paraisodeaves.com/fr/galerie/toucans/,Galerie Toucans | Photos,Galerie Toucans,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,~250,18,8,8,fr-FR,Low
/fr/galerie/transport/,Gallery Subpage,200,Yes,https://www.paraisodeaves.com/fr/galerie/transport/,Galerie Transport | Photos,Galerie Transport,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,~250,18,6,6,fr-FR,Low
/fr/galerie/vol-libre/,Gallery Subpage,200,Yes,https://www.paraisodeaves.com/fr/galerie/vol-libre/,Galerie Vol Libre | Photos,Galerie Vol Libre,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,~250,18,8,8,fr-FR,Low
/fr/perroquets-a-vendre-paris/,City Page,200,Yes,https://www.paraisodeaves.com/fr/perroquets-a-vendre-paris/,Perroquets à Vendre à Paris | Éleveur CITES | Paraíso de Aves,Perroquets à Vendre à Paris,Yes,"WebPage, LocalBusiness, FAQPage, BreadcrumbList (DUPLICATE)",4,ES hreflang → /ciudades/ (hub not Paris); no pt-PT; duplicate BreadcrumbList schema,Yes,No cities hub,~300,22,2,2,fr-FR,High
/fr/perroquets-a-vendre-lyon/,City Page,200,Yes,https://www.paraisodeaves.com/fr/perroquets-a-vendre-lyon/,Perroquets à Vendre à Lyon | Éleveur CITES | Paraíso de Aves,Perroquets à Vendre à Lyon,Yes,"WebPage, LocalBusiness, FAQPage, BreadcrumbList (DUPLICATE)",4,ES hreflang → /ciudades/ (hub not Lyon); duplicate BreadcrumbList,Yes,No cities hub,~300,22,2,2,fr-FR,High
/fr/perroquets-a-vendre-marseille/,City Page,200,Yes,https://www.paraisodeaves.com/fr/perroquets-a-vendre-marseille/,Perroquets à Vendre à Marseille | Éleveur CITES,Perroquets à Vendre à Marseille,Yes,"WebPage, LocalBusiness, FAQPage, BreadcrumbList (DUPLICATE)",4,ES hreflang → /ciudades/ (hub),Yes,No cities hub,~300,22,2,2,fr-FR,High
/fr/perroquets-a-vendre-bordeaux/,City Page,200,Yes,https://www.paraisodeaves.com/fr/perroquets-a-vendre-bordeaux/,Perroquets à Vendre à Bordeaux | Éleveur CITES,Perroquets à Vendre à Bordeaux,Yes,"WebPage, LocalBusiness, FAQPage, BreadcrumbList (DUPLICATE)",4,ES hreflang → /ciudades/ (hub),Yes,No cities hub,~300,22,2,2,fr-FR,High
[...48 additional city pages follow same pattern: duplicate BreadcrumbList schema, ES hreflang → /ciudades/ hub, no cities hub page]
